MSSubClass;MSZoning;LotArea;LotConfig;Neighborhood;YearBuilt;TotalBsmtSF;GrLivArea;FullBath;KitchenAbvGr;TotRmsAbvGrd;GarageArea;YrSold;SalePrice
30;RL;25339;Inside;Sawyer;1918;816;1416;2;1;7;576;2007;112000
50;RL;9060;Inside;Edwards;1939;560;1258;1;1;6;280;2009;105000
50;RM;5436;Inside;IDOTRR;1922;796;1154;1;1;7;240;2010;125500
60;RL;16692;Inside;NWAmes;1978;1392;2784;3;1;12;564;2006;250000
50;RM;8520;Inside;OldTown;1916;714;2526;2;1;10;216;2007;136000
20;RL;14892;CulDSac;Gilbert;2006;1746;1746;2;1;7;758;2009;377500
50;RM;6000;Inside;BrkSide;1941;735;1218;1;1;6;440;2007;131000
20;RL;9100;Inside;CollgCr;2000;1525;1525;2;1;6;541;2006;235000
90;RL;8944;Inside;NAmes;1967;1584;1584;2;2;8;792;2009;124000
85;RL;7838;Inside;NAmes;1967;864;900;1;1;6;288;2006;123000
190;RM;10800;Inside;OldTown;1905;482;1912;2;2;7;672;2008;163000
120;RL;4045;Inside;Blmngtn;2006;1356;1500;2;1;6;648;2006;246578
60;RL;12665;Inside;Timber;2005;1094;2482;2;1;9;642;2007;281213
20;RL;57200;Inside;Timber;1948;747;1687;1;1;7;572;2010;160000
70;RM;6120;Inside;BrkSide;1920;939;1513;1;1;8;180;2007;137500
50;RL;7200;Inside;NAmes;1950;1208;1904;1;1;7;240;2009;138000
50;RL;6171;Inside;SWISU;1925;976;1608;2;1;7;216;2009;137450
50;RM;6000;Corner;BrkSide;1929;862;1158;1;1;5;208;2008;120000
60;RL;7415;Inside;Gilbert;2004;839;1593;2;1;8;398;2008;193000
20;RL;6762;Inside;CollgCr;2006;1286;1294;2;1;6;662;2006;193879
20;RL;15256;CulDSac;Somerst;2007;1485;1464;2;1;6;754;2007;282922
50;RL;10410;Corner;OldTown;1915;672;1214;1;1;6;936;2006;105000
120;RM;3842;Inside;Crawfor;2004;1594;1646;2;1;5;482;2008;275000
85;RL;8445;Corner;CollgCr;1972;768;768;1;1;5;396;2009;133000
20;RL;8780;Corner;Mitchel;1985;833;833;1;1;5;0;2009;112000
70;RM;7740;Inside;OldTown;1910;622;1363;1;1;6;528;2010;125500
60;RL;20544;CulDSac;NWAmes;1986;791;2093;2;1;7;542;2008;215000
60;RL;12420;Inside;CollgCr;2001;944;1840;2;1;6;622;2009;230000
50;RL;9600;Inside;NAmes;1950;856;1668;1;1;6;271;2009;140000
90;RL;7200;Inside;NAmes;1949;0;1040;2;2;6;420;2009;90000
20;RL;10994;Corner;SawyerW;2005;1844;1844;2;1;7;620;2009;257000
50;RL;13053;Inside;BrkSide;1923;833;1848;1;1;8;370;2008;207000
120;RL;3635;Inside;Blmngtn;2007;1386;1569;2;1;7;660;2009;175900
190;RM;11340;Inside;OldTown;1885;777;2290;2;2;11;560;2010;122500
60;RL;16545;Inside;NoRidge;1998;1284;2450;2;1;7;1069;2009;340000
20;RL;9204;Inside;NAmes;1963;1144;1144;1;1;6;336;2008;124000
20;RL;16381;Inside;Crawfor;1969;1844;1844;2;1;7;540;2006;223000
60;RL;11700;Corner;NWAmes;1968;708;1416;2;1;7;776;2006;179900
120;RL;4043;Inside;NPkVill;1977;1069;1069;2;1;4;440;2010;127500
120;RM;4435;Inside;CollgCr;2003;848;848;1;1;3;420;2008;136500
80;RL;19690;CulDSac;Edwards;1966;697;2201;2;1;8;432;2006;274970
20;RL;9503;Inside;NAmes;1958;1024;1344;1;1;6;484;2007;144000
20;RL;10721;Inside;NAmes;1959;1252;1252;1;1;7;528;2008;142000
60;RL;10944;Inside;NoRidge;1994;1223;2127;2;1;5;525;2008;271000
50;RL;10930;Inside;NAmes;1945;913;1558;1;1;6;288;2008;140000
30;RM;7200;Corner;OldTown;1940;788;804;1;1;4;240;2010;119000
20;RL;12546;Corner;NWAmes;1981;1440;1440;2;1;7;467;2007;182900
60;RL;21930;Inside;Gilbert;2005;732;1838;2;1;7;372;2006;192140
120;RL;4928;Inside;NPkVill;1976;958;958;2;1;5;440;2009;143750
30;RL;10800;Inside;OldTown;1927;656;968;2;1;5;216;2007;64500
60;RL;10261;Inside;Gilbert;2000;936;1792;2;1;8;451;2008;186500
20;RL;17400;Inside;Mitchel;1977;1126;1126;2;1;5;484;2006;160000
20;RL;8400;Inside;NAmes;1962;1319;1537;1;1;7;462;2008;174000
20;RL;9000;FR2;NAmes;1971;864;864;1;1;5;528;2007;120500
20;RL;12444;FR2;NridgHt;2008;1932;1932;2;1;7;774;2008;394617
20;RM;7407;Inside;OldTown;1957;912;1236;1;1;6;923;2010;149700
60;RL;11584;Inside;NWAmes;1979;539;1725;2;1;6;550;2007;197000
70;RL;11526;Inside;Crawfor;1922;588;2555;2;1;11;672;2008;191000
120;RM;4426;Inside;CollgCr;2004;848;848;1;1;3;420;2008;149300
60;FV;11003;Inside;Somerst;2008;1017;2007;2;1;10;812;2009;310000
30;RL;8854;Inside;BrkSide;1916;952;952;1;1;4;192;2009;121000
20;RL;8500;FR2;CollgCr;2004;1422;1422;2;1;7;626;2007;179600
85;RL;8400;Inside;Sawyer;1966;814;913;1;1;6;240;2007;129000
20;RL;26142;CulDSac;Mitchel;1962;1188;1188;1;1;6;312;2010;157900
60;RL;10000;Inside;CollgCr;1995;1220;2090;2;1;8;556;2007;240000
50;RL;11767;Inside;Edwards;1910;560;1346;1;1;6;384;2007;112000
180;RM;1533;Inside;MeadowV;1970;630;630;1;1;3;0;2006;92000
90;RL;9000;FR2;NAmes;1974;896;1792;2;2;8;0;2009;136000
20;RL;9262;Inside;Somerst;2008;1573;1578;2;1;7;840;2009;287090
180;RM;3675;Inside;Edwards;2005;547;1072;1;1;5;525;2006;145000
20;RL;17217;Inside;Mitchel;2006;1140;1140;1;1;6;0;2006;84500
20;FV;7500;Inside;Somerst;2004;1221;1221;2;1;6;400;2009;185000
60;RL;7917;Inside;Gilbert;1999;953;1647;2;1;7;460;2007;175000
20;RL;13175;Inside;NWAmes;1978;1542;2073;2;1;7;500;2010;210000
70;RL;9042;Inside;Crawfor;1941;1152;2340;2;1;9;252;2010;266500
20;RL;9717;Inside;NAmes;1950;1078;1078;1;1;5;240;2010;142125
20;RL;9937;Inside;Edwards;1965;1256;1256;1;1;6;276;2008;147500
